Time (s);Gyroscope x (rad/s);Gyroscope y (rad/s);Gyroscope z (rad/s);Absolute (rad/s)
2.696421708;-0.1825525314;-4.916071892;0.2031233162;4.923651831
2.706445708;-0.1271923035;-4.798953533;0.1897255778;4.804386401
2.716469708;-0.06677289307;-4.64900732;0.1677997857;4.652513778
2.726492708;-0.008250018582;-4.454585552;0.1329728663;4.456577419
2.736516708;0.05890425295;-4.228137016;0.1003092006;4.229736904
2.746540708;0.1222715005;-3.968049049;0.05699274689;3.970341516
2.756564708;0.1887194961;-3.676371336;0.01188279223;3.681231105
2.766588708;0.2569541037;-3.358131886;-0.03217781335;3.368101926
2.776612708;0.3261012137;-3.013330936;-0.07574073225;3.031871038
2.786636708;0.3933802843;-2.648081541;-0.1242642701;2.680023415
2.796660708;0.4577382207;-2.263340712;-0.1768590361;2.315926289
2.806683708;0.5177275538;-1.866161823;-0.2320747524;1.950502618
2.816707708;0.5783256292;-1.454215527;-0.2845613956;1.590653488
2.826731708;0.6331878304;-1.031874061;-0.3389644623;1.257214306
2.836755708;0.6856598258;-0.5980754495;-0.3873008192;0.988850628
2.846779708;0.7347649336;-0.1639169753;-0.4350512922;0.8694929035
2.856803708;0.7834610939;0.2835769057;-0.4812014699;0.9621756605
2.866827708;0.8303037882;0.7267341614;-0.5232566595;1.221206147
2.876851708;0.8785376549;1.168330312;-0.5578843951;1.564627472
2.886875708;0.9235736132;1.600136161;-0.5957301259;1.941215685
2.896898708;0.9669961929;2.0249753;-0.6229055524;2.328866233
2.906922708;1.016086459;2.431063175;-0.6424967647;2.712065992
2.916946958;1.064261675;2.821048021;-0.6511563063;3.084634401
2.926970958;1.110874653;3.188909054;-0.6559734941;3.439983237
2.936994958;1.160611868;3.530321121;-0.6491388083;3.772475092
2.947018958;1.209016562;3.844509363;-0.6324054599;4.079449712
2.957042958;1.262355685;4.129003048;-0.6088332534;4.360376816
2.967066958;1.309175968;4.380066872;-0.5772950649;4.607840829
2.977089958;1.353680849;4.594747543;-0.5356339216;4.819861048
2.987113958;1.39483273;4.76511097;-0.4922117293;4.989400093
2.997137958;1.426707029;4.899160385;-0.4419927597;5.121779283
3.007161958;1.453586102;4.985293388;-0.3885941207;5.207405123
3.017185958;1.471130729;5.027383327;-0.3356432915;5.248948958
3.027209958;1.478078485;5.024825573;-0.2776524723;5.245062339
3.037233958;1.473797679;4.975767612;-0.216749981;5.193969916
3.047257958;1.461775184;4.880861759;-0.1523299962;5.097332894
3.057281958;1.435263634;4.739612579;-0.08446972817;4.952882417
3.067304958;1.402922153;4.561767578;-0.0139491288;4.772641678
3.077328958;1.356990337;4.343907833;0.05387305841;4.551248218
3.087352958;1.318088055;4.079325676;0.1244739443;4.288793286
3.097376958;1.262428522;3.788124084;0.1932428926;3.997618375
3.107400958;1.212412238;3.465029716;0.2591323853;3.680152709
3.117424958;1.163161635;3.10853672;0.3172164559;3.334152338
3.127448958;1.111867785;2.73197937;0.3708927929;2.97279712
3.137472958;1.071042538;2.333120584;0.4180214107;2.601023967
3.147496958;1.036053419;1.918934703;0.4593164921;2.228606901
3.157519958;1.003469944;1.493326426;0.4951168299;1.866042984
3.167543958;0.9774159193;1.054170609;0.5296576619;1.532042685
3.177567958;0.9537838101;0.6051706076;0.5491996408;1.25600767
3.187591958;0.9316028357;0.1569536775;0.5621454716;1.099329719
3.197615958;0.9170132875;-0.2931919098;0.5638483167;1.11570596
3.207639958;0.9005279541;-0.7352383137;0.5539585948;1.287787288
3.217663958;0.8823516369;-1.172003984;0.5486639142;1.566259826
3.227687958;0.863291502;-1.596432686;0.5402476192;1.893604243
3.237710958;0.8402612805;-2.003303766;0.527968049;2.235624132
3.247734958;0.8162486553;-2.39457655;0.51303792;2.581369138
3.257758958;0.7861493826;-2.763548613;0.4972717464;2.915906544
3.267782958;0.7525164485;-3.109191418;0.4811339676;3.23494083
3.277806958;0.7116094828;-3.426887035;0.4589959085;3.529960347
3.287830958;0.665158391;-3.716714144;0.4315401614;3.800345592
3.297854958;0.6156254411;-3.976124048;0.4054797888;4.043880684
3.307878958;0.5617160797;-4.199083805;0.3841708004;4.253870821
3.317902958;0.5108502507;-4.386835575;0.3677055538;4.431760566
3.327925958;0.4525616169;-4.537480354;0.3519384265;4.573554486
3.337949958;0.3958392143;-4.655168533;0.3389208913;4.684244883
3.347973958;0.3417831659;-4.733008862;0.3187377751;4.756025902
3.357997958;0.2897671163;-4.773816109;0.2917455435;4.791492532
3.368021958;0.2371688038;-4.774393559;0.2675706148;4.787763249
3.378045958;0.1866281331;-4.733324528;0.2410545796;4.743131714
3.388069958;0.1337324828;-4.661775589;0.2269270271;4.669211057
3.398093958;0.08733861893;-4.541267872;0.2148951292;4.547188344
3.408117958;0.04065007716;-4.390677929;0.2070400566;4.395744611
3.418140958;-0.003132292535;-4.198842049;0.2010692507;4.203654744
3.428164958;-0.04960190132;-3.976037264;0.1936291158;3.981058265
3.438188958;-0.08552981168;-3.723301172;0.1892772466;3.729090083
3.448212958;-0.1255864352;-3.442888737;0.1939023435;3.450630801
3.458236958;-0.1633964032;-3.135437489;0.1994430572;3.146020369
3.468260958;-0.1992561072;-2.808535099;0.2066367865;2.823166867
3.478284958;-0.2334377766;-2.460526466;0.2169855684;2.481081704
3.488308958;-0.2658336461;-2.092560053;0.2232098281;2.12115481
3.498332958;-0.2989583313;-1.712667584;0.2284892797;1.753514668
3.508355958;-0.329690218;-1.321232438;0.2331196219;1.381555483
3.518379958;-0.3612947464;-0.9211161733;0.2452923954;1.019390631
3.528403958;-0.3917777836;-0.5116772056;0.2570778131;0.6938244709
3.538427958;-0.4181233644;-0.1027696058;0.2710753679;0.5087932732
3.548451958;-0.4371951222;0.3021658063;0.2799567878;0.6006825721
3.558475958;-0.4736854732;0.7089434266;0.2793200314;0.8972170248
3.568499958;-0.4948322177;1.105365038;0.2739515603;1.241668333
3.578523958;-0.5189889669;1.493226051;0.2691237926;1.603590098
3.588547958;-0.5504041314;1.869121552;0.2591137588;1.965629676
3.598570958;-0.5821575522;2.228321791;0.2501921654;2.316661723
3.608594958;-0.6276150346;2.565988541;0.2391047478;2.652426983
3.618618958;-0.6646153927;2.886384964;0.2138113678;2.969620697
3.628642958;-0.7149578333;3.182566881;0.1905061603;3.267443841
3.638666958;-0.7604712248;3.451414108;0.1562611014;3.537653652
3.648690958;-0.804468751;3.693322659;0.118011035;3.781762663
3.658714958;-0.8518881798;3.903750896;0.07665267587;3.996355861
3.668738958;-0.8943235278;4.080248356;0.03724040464;4.177275196
3.678762958;-0.9347606897;4.226358891;-0.005168037955;4.328500171
3.688785958;-0.9726673961;4.33071804;-0.04794504866;4.438862392
3.698809958;-1.006177068;4.399275303;-0.0936472863;4.513843739
3.708833958;-1.037923694;4.430889606;-0.1393928677;4.55296592
3.718857958;-1.065091968;4.420342922;-0.1921998858;4.550911254
3.728881958;-1.084995151;4.369271755;-0.2393560857;4.508330232
3.738905958;-1.104700327;4.280115128;-0.2871667445;4.429696723
3.748929958;-1.117083669;4.156460762;-0.3316012621;4.316711872
3.758953958;-1.128580809;3.99828124;-0.3673856258;4.170721726
3.768977958;-1.134103894;3.808076859;-0.396876961;3.993138155
3.779000958;-1.139510155;3.589025259;-0.424538672;3.789435154
3.789024958;-1.138114333;3.337229967;-0.4486354887;3.554389102
3.799048958;-1.138746858;3.058252096;-0.4699759185;3.297048324
3.809072958;-1.134652734;2.755413532;-0.4894608259;3.019819938
3.819096958;-1.130192757;2.431306839;-0.5019273162;2.727731593
3.829120958;-1.124188781;2.087264299;-0.5055521727;2.424057687
3.839144958;-1.115770817;1.728906751;-0.5088555813;2.119669095
3.849168958;-1.105556488;1.363311648;-0.503681004;1.826080051
3.859192958;-1.097936392;0.98421067;-0.5004290342;1.557101211
3.869216958;-1.086551309;0.6024278998;-0.489332974;1.335275208
3.879239958;-1.079203367;0.2150364965;-0.465067327;1.194658203
3.889263958;-1.064754128;-0.1635060757;-0.4395760894;1.163470124
3.899287958;-1.055219412;-0.5424797535;-0.4044806659;1.253545731
3.909311958;-1.044023275;-0.9202339053;-0.3763694167;1.441689626
3.919335208;-1.031956434;-1.282913446;-0.3480962217;1.68284639
3.929359208;-1.017428875;-1.633701086;-0.3185340762;1.950795918
3.939383208;-1.007184267;-1.965516329;-0.2774809003;2.225908856
3.949407208;-0.990991652;-2.285219193;-0.2309506088;2.501525414
3.959431208;-0.9744587541;-2.577334881;-0.1782874018;2.761161232
3.969454208;-0.960185349;-2.847233295;-0.1194076762;3.007150069
3.979478208;-0.9438844323;-3.086823225;-0.06226369739;3.228509286
3.989502208;-0.9224806428;-3.304821491;-0.01113429014;3.431171753
3.999526208;-0.9049621224;-3.494668961;0.02295923047;3.610013118
4.009550208;-0.884236753;-3.651425838;0.05807106942;3.757413677
4.019574208;-0.8580778241;-3.777373791;0.09404505044;3.874750931
4.029598208;-0.8336991072;-3.87113905;0.1281964481;3.961969974
4.039622208;-0.8037566543;-3.932660818;0.1523395926;4.016846178
4.049646208;-0.7708822489;-3.962018967;0.1760299206;4.040153495
4.059670208;-0.732586503;-3.958416462;0.1986148655;4.030532438
4.069693208;-0.691374898;-3.928080797;0.2165685594;3.994335982
4.079717208;-0.6425666213;-3.861003876;0.2278454602;3.920734159
4.089741208;-0.5962401032;-3.76424098;0.2372570634;3.81854728
4.099765208;-0.5431529284;-3.64226985;0.2412648499;3.690440826
4.109789208;-0.486066699;-3.491576195;0.2337896228;3.532990624
